,Country,Confirmed,Deaths,Recovered,Active
1859,US,8360,85,,
1860,US,1885,46,,
1861,US,17198,197,,
1862,US,1367,15,,
1863,US,1370,38,,
1864,US,6562,74,,
1865,US,1143,6,,
1866,US,1076,3,,
1867,US,0,0,,
1868,US,3624,66,,
1869,US,6285,94,,
1870,US,574,6,,
1871,US,1472,11,,
1872,US,2260,33,,
1873,US,3,0,,
1874,US,1046,21,,
1875,US,930,17,,
1876,US,13435,133,,
1877,US,7035,212,,
1878,US,43888,657,,
1879,US,65804,1667,,
1880,US,53025,1238,,
1881,US,4231,85,,
1882,US,2349,30,,
1883,US,9509,253,,
1884,US,6318,152,,
1885,US,10929,213,,
1886,US,2844,65,,
1887,US,19808,341,,
1888,US,2040,65,,
1889,US,16617,296,,
1890,US,19281,252,,
1891,US,1351,51,,
1892,US,71052,1617,,
1893,US,85334,1586,,
1894,US,3004,51,,
1895,US,2616,40,,
1896,US,6039,131,,
1897,US,2174,44,,
1898,US,0,33,,
1899,US,14633,329,,
1900,US,7708,172,,
1901,US,3676,106,,
1902,US,13926,469,,
1903,US,6536,287,,
1904,US,66819,1737,,
1905,US,2931,5,,
1906,US,97809,2396,,
1907,US,2579,113,,
1908,US,52355,1535,,
1909,US,9158,298,,
1910,US,135182,3770,,
1911,US,54937,1796,,
1912,US,49236,1441,,
1913,US,92991,1845,,
1914,US,47117,7,,
1915,US,77299,2240,,
1916,US,739,32,,
1917,US,516,7,,
1918,US,11151,156,,
1919,US,2266,62,,
1920,US,1630,29,,
1921,US,1207,29,,
1922,US,816,37,,
1923,US,5948,68,,
1924,US,11238,352,,
1925,US,1280,36,,
1926,US,15463,289,,
1927,US,4855,96,,
1928,US,14506,313,,
1929,US,5482,76,,
1930,US,1672,22,,
1931,US,1930,45,,
1932,US,2495,33,,
1933,US,2464,83,,
1934,US,7618,90,,
1935,US,992,14,,
1936,US,4055,95,,
1937,US,2746,74,,
1938,US,10138,207,,
1939,US,2376,43,,
1940,US,316,5,,
1941,US,41688,961,,
1942,US,2303,58,,
1943,US,1405,51,,
1944,US,6471,98,,
1945,US,4072,121,,
1946,US,4409,93,,
1947,US,3135,43,,
1948,US,4087,82,,
1949,US,24852,386,,
1950,US,6295,80,,
1951,US,2004,74,,
1952,US,1052,52,,
1953,US,6326,99,,
1954,US,15789,290,,
1955,US,23098,402,,
1956,US,1130,25,,
1957,US,73155,851,,
1958,US,174,2,,
1959,US,634,16,,
1960,US,9222,203,,
1961,US,1242,19,,
1962,US,9359,166,,
1963,US,16704,192,,
1964,US,480,5,,
1965,US,713,3,,
1966,US,99990,2473,,
1967,US,1201,22,,
1968,US,5072,62,,
1969,US,2135,37,,
1970,US,3203,35,,
1971,US,2122,43,,
1972,US,26914,152,,
1973,US,7555,93,,
1974,US,1509,27,,
1975,US,15392,261,,
1976,US,6071,113,,
1977,US,614,20,,
1978,US,16218,365,,
1979,US,4882,69,,
1980,US,118390,2419,,
1981,US,2764,60,,
1982,US,1741,44,,
1983,US,482,21,,
1984,US,1956,31,,
1985,US,690,31,,
1986,US,2338,41,,
1987,US,32833,431,,
1988,US,1774,15,,
1989,US,1054,34,,
1990,US,1897,53,,
1991,US,21337,617,,
1992,US,4257,125,,
1993,US,437,5,,
1994,US,6415,106,,
1995,US,18445,446,,
1996,US,6247,100,,
1997,US,5663,173,,
1998,US,21,0,,
1999,US,7125,130,,
2000,US,26439,299,,
2001,US,165215,5113,,
2002,US,2890,47,,
2003,US,1386,37,,
2004,US,42693,458,,
2005,US,3865,55,,
2006,US,4069,60,,
2007,US,5827,98,,
2008,US,604,4,,
2009,US,7623,43,,
2010,US,3078,40,,
2011,US,3525,56,,
2012,US,10658,48,,
2013,US,2855,32,,
2014,US,1538,38,,
2015,US,6191,52,,
2016,US,8254,92,,
2017,US,890,16,,
2018,US,172,0,,
2019,US,1671,24,,
2020,US,6811,94,,
2021,US,46772,469,,
2022,US,1877,3,,
2023,US,4753,81,,
2024,US,1543,19,,
2025,US,1574,10,,
2026,US,3468,32,,
2027,US,4833,73,,
2028,US,593,8,,
2029,US,124765,1771,,
2030,US,1740,16,,
2031,US,1960,41,,
2032,US,4395,64,,
2033,US,4586,63,,
2034,US,1226,12,,
2035,US,1468,28,,
2036,US,6671,85,,
2037,US,490,22,,
2038,US,946,17,,
2039,US,756,22,,
2040,US,829,20,,
2041,US,345,3,,
2042,US,2971,25,,
2043,US,584,3,,
2044,US,3638,53,,
2045,US,566,9,,
2046,US,887,17,,
2047,US,2349,32,,
2048,US,4291,61,,
2049,US,2630,42,,
2050,US,3114,54,,
2051,US,4243,61,,
2052,US,4707,33,,
2053,US,1070,10,,
2054,US,3309,45,,
2055,US,4079,50,,
2056,US,547,9,,
2057,US,13386,102,,
2058,US,5856,84,,
2059,US,1538,20,,
2060,US,3350,23,,
2061,US,1166,26,,
2062,US,3888,72,,
2063,US,1129,6,,
2064,US,52437,895,,
2065,US,401,7,,
2066,US,1763,38,,
2067,US,1823,46,,
2068,US,8186,110,,
2069,US,1287,19,,
2070,US,2107,21,,
2071,US,17536,134,,
2072,US,11994,94,,
2073,US,1468,10,,
2074,US,18120,311,,
2075,US,22545,224,,
2076,US,3974,16,,
2077,US,924,11,,
2078,US,1069,18,,
2079,US,2856,32,,
2080,US,375,5,,
2081,US,480,93,,
2082,US,2078,3,,
2083,US,1624,22,,
2084,US,2378,23,,
2085,US,27391,290,,
2086,US,1358,9,,
2087,US,831,12,,
2088,US,4608,51,,
2089,US,16400,148,,
2090,US,1149,20,,
2091,US,3047,85,,
2092,US,3232,72,,
2093,US,1259,42,,
2094,US,2149,73,,
2095,US,1022,25,,
2096,US,4833,133,,
2097,US,1737,32,,
2098,US,1223,30,,
2099,US,2104,59,,
2100,US,790,18,,
2101,US,1029,30,,
2102,US,1789,80,,
2103,US,1874,54,,
2104,US,2982,83,,
2105,US,2996,66,,
2106,US,2666,83,,
2107,US,22246,264,,
2108,US,7810,153,,
2109,US,849,23,,
2110,US,2518,51,,
2111,US,1316,33,,
2112,US,2640,87,,
2113,US,3851,87,,
2114,US,18342,316,,
2115,US,20612,421,,
2116,US,1903,74,,
2117,US,975,33,,
2118,US,169,6,,
2119,US,3047,77,,
2120,US,13666,248,,
2121,US,2220,48,,
2122,US,662,28,,
2123,US,1076,33,,
2124,US,8452,167,,
2125,US,966,28,,
2126,US,6295,120,,
2127,US,6322,88,,
2128,US,7253,242,,
2129,US,1310,24,,
2130,US,2716,74,,
2131,US,10050,176,,
2132,US,3514,125,,
2133,US,4007,111,,
2134,US,6488,149,,
2135,US,10213,224,,
2136,US,2712,80,,
2137,US,4571,105,,
2138,US,4154,135,,
2139,US,1286,43,,
2140,US,4059,179,,
2141,US,2485,63,,
2142,US,1279,34,,
2143,US,4658,98,,
2144,US,4659,110,,
2145,US,4591,146,,
2146,US,1266,38,,
2147,US,3366,110,,
2148,US,4245,73,,
2149,US,2833,61,,
2150,US,818,16,,
2151,US,13855,282,,
2152,US,3192,74,,
2153,US,508,17,,
2154,US,2978,89,,
2155,US,1640,34,,
2156,US,1872,33,,
2157,US,3393,91,,
2158,US,1799,41,,
2159,US,3423,86,,
2160,US,2911,68,,
2161,US,2308,67,,
2162,US,1079,27,,
2163,US,0,0,,
2164,US,4155,76,,
2165,US,1351,47,,
2166,US,4436,121,,
2167,US,5412,136,,
2168,US,2644,42,,
2169,US,1150,32,,
2170,US,693,32,,
2171,US,2298,81,,
2172,US,1677,40,,
2173,US,3139,71,,
2174,US,2415,19,,
2175,US,1900,20,,
2176,US,457,6,,
2177,US,2716,58,,
2178,US,2962,47,,
2179,US,1191,16,,
2180,US,1346,30,,
2181,US,1708,34,,
2182,US,1145,14,,
2183,US,18173,99,,
2184,US,9450,145,,
2185,US,4250,49,,
2186,US,833,15,,
2187,US,5050,51,,
2188,US,4223,88,,
2189,US,8981,138,,
2190,US,1056,24,,
2191,US,545,11,,
2192,US,9370,114,,
2193,US,1145,21,,
2194,US,734,8,,
2195,US,8733,93,,
2196,US,693,7,,
2197,US,10288,169,,
2198,US,1989,65,,
2199,US,9236,129,,
2200,US,1934,27,,
2201,US,2636,39,,
2202,US,606,17,,
2203,US,1364,28,,
2204,US,732,11,,
2205,US,1137,32,,
2206,US,1024,18,,
2207,US,971,29,,
2208,US,2982,50,,
2209,US,10798,185,,
2210,US,1577,46,,
2211,US,835,20,,
2212,US,29520,475,,
2213,US,1066,35,,
2214,US,894,14,,
2215,US,2058,40,,
2216,US,661,15,,
2217,US,448,14,,
2218,US,1063,7,,
2219,US,3563,45,,
2220,US,917,7,,
2221,US,39129,473,,
2222,US,15976,239,,
2223,US,23613,253,,
2224,US,4844,57,,
2225,US,44916,591,,
2226,US,378,3,,
2227,US,3433,71,,
2228,US,3160,57,,
2229,US,3514,87,,
2230,US,1060,19,,
2231,US,6225,50,,
2232,US,1525,14,,
2233,US,2070,45,,
2234,US,1597,16,,
2235,US,1684,16,,
2236,US,644,8,,
2237,US,3642,53,,
2238,US,2517,30,,
2239,US,309,2,,
2240,US,2604,57,,
2241,US,1493,28,,
2242,US,1809,32,,
2243,US,1012,12,,
2244,US,1054,12,,
2245,US,1734,44,,
2246,US,2143,46,,
2247,US,5543,80,,
2248,US,2722,25,,
2249,US,811,5,,
2250,US,1646,16,,
2251,US,661,21,,
2252,US,1610,39,,
2253,US,2269,30,,
2254,US,5188,77,,
2255,US,3918,131,,
2256,US,1806,26,,
2257,US,4226,47,,
2258,US,3503,37,,
2259,US,3546,55,,
2260,US,483,4,,
2261,US,1068,13,,
2262,US,2679,30,,
2263,US,2006,27,,
2264,US,389,3,,
2265,US,1098,17,,
2266,US,2849,38,,
2267,US,342,7,,
2268,US,306,4,,
2269,US,4741,86,,
2270,US,590,12,,
2271,US,670,7,,
2272,US,43275,466,,
2273,US,799,8,,
2274,US,8929,116,,
2275,US,100676,2258,,
2276,US,25177,525,,
2277,US,1837,17,,
2278,US,2517,41,,
2279,US,2539,47,,
2280,US,858,14,,
2281,US,5645,97,,
2282,US,1931,23,,
2283,US,0,0,,
2284,US,1973,46,,
2285,US,3223,24,,
2286,US,2783,52,,
2287,US,1038,14,,
2288,US,3798,55,,
2289,US,173,2,,
2290,US,1655,34,,
2291,US,921,11,,
2292,US,2581,76,,
2293,US,808,24,,
2294,US,512,5,,
2295,US,898,17,,
2296,US,151,5,,
2297,US,9357,184,,
2298,US,516,7,,
2299,US,1205,18,,
2300,US,197,8,,
2301,US,1099,29,,
2302,US,1121,15,,
2303,US,288,2,,
2304,US,1126,31,,
2305,US,12316,98,,
2306,US,14885,63,,
2307,US,80,2,,
2308,US,1545,42,,
2309,US,57,2,,
2310,US,203,2,,
2311,US,2026,45,,
2312,US,1109,8,,
2313,US,91,1,,
2314,US,2128,36,,
2315,US,7010,89,,
2316,US,119,1,,
2317,US,1631,18,,
2318,US,789,8,,
2319,US,183,1,,
2320,US,152,7,,
2321,US,278,1,,
2322,US,9296,95,,
2323,US,370,13,,
2324,US,1451,20,,
2325,US,12,1,,
2326,US,524,16,,
2327,US,507,4,,
2328,US,126,6,,
2329,US,931,11,,
2330,US,141,2,,
2331,US,3224,46,,
2332,US,1244,18,,
2333,US,1667,55,,
2334,US,1229,50,,
2335,US,661,15,,
2336,US,424,5,,
2337,US,4131,86,,
2338,US,744,14,,
2339,US,403,7,,
2340,US,506,6,,
2341,US,723,11,,
2342,US,55,1,,
2343,US,0,0,,
2344,US,902,18,,
2345,US,180,8,,
2346,US,121,6,,
2347,US,17807,271,,
2348,US,2993,46,,
2349,US,536,7,,
2350,US,22,1,,
2351,US,36,0,,
2352,US,21,0,,
2353,US,584,4,,
2354,US,944,8,,
2355,US,176,3,,
2356,US,220,2,,
2357,US,5521,57,,
2358,US,671,12,,
2359,US,850,11,,
2360,US,2676,16,,
2361,US,776,11,,
2362,US,463,5,,
2363,US,301,7,,
2364,US,938,16,,
2365,US,706,11,,
2366,US,1593,21,,
2367,US,1056,15,,
2368,US,852,19,,
2369,US,3939,65,,
2370,US,749,12,,
2371,US,2888,31,,
2372,US,107,1,,
2373,US,611,9,,
2374,US,4964,62,,
2375,US,71755,718,,
2376,US,185,4,,
2377,US,507,8,,
2378,US,242,4,,
2379,US,193,1,,
2380,US,508,5,,
2381,US,2188,19,,
2382,US,113,1,,
2383,US,153,1,,
2384,US,187,5,,
2385,US,41,4,,
2386,US,214,1,,
2387,US,7863,117,,
2388,US,967,17,,
2389,US,219,0,,
2390,US,61,0,,
2391,US,255,5,,
2392,US,865,16,,
2393,US,54,2,,
2394,US,559,10,,
2395,US,669,1,,
2396,US,641,9,,
2397,US,690,5,,
2398,US,723,10,,
2399,US,54,0,,
2400,US,423,1,,
2401,US,888,12,,
2402,US,31468,170,,
2403,US,3874,60,,
2404,US,82,0,,
2405,US,42,0,,
2406,US,4303,44,,
2407,US,29,1,,
2408,US,787,15,,
2409,US,513,7,,
2410,US,414,10,,
2411,US,696,15,,
2412,US,434,11,,
2413,US,1473,10,,
2414,US,234,1,,
2415,US,294,11,,
2416,US,1001,10,,
2417,US,642,20,,
2418,US,4152,50,,
2419,US,585,9,,
2420,US,1214,15,,
2421,US,738,19,,
2422,US,102,2,,
2423,US,2044,2,,
2424,US,22854,131,,
2425,US,2534,16,,
2426,US,4193,48,,
2427,US,1761,32,,
2428,US,530,10,,
2429,US,212,4,,
2430,US,39,0,,
2431,US,372,11,,
2432,US,495,4,,
2433,US,53,1,,
2434,US,848,11,,
2435,US,2557,26,,
2436,US,327,2,,
2437,US,2198,25,,
2438,US,1090,7,,
2439,US,391,7,,
2440,US,39,0,,
2441,US,1768,11,,
2442,US,6581,124,,
2443,US,2093,49,,
2444,US,253969,4440,,
2445,US,2976,36,,
2446,US,5077,56,,
2447,US,38,0,,
2448,US,55,0,,
2449,US,1202,14,,
2450,US,470,9,,
2451,US,376,3,,
2452,US,3273,65,,
2453,US,309,7,,
2454,US,2990,108,,
2455,US,969,20,,
2456,US,113,3,,
2457,US,0,0,,
2458,US,46024,682,,
2459,US,625,6,,
2460,US,4144,100,,
2461,US,2472,12,,
2462,US,3887,35,,
2463,US,2055,41,,
2464,US,4071,26,,
2465,US,36287,646,,
2466,US,9650,116,,
2467,US,24305,263,,
2468,US,9976,95,,
2469,US,1863,25,,
2470,US,358,1,,
2471,US,31582,688,,
2472,US,104553,2878,,
2473,US,44271,864,,
2474,US,55734,1319,,
2475,US,9220,207,,
2476,US,17152,439,,
2477,US,94257,3004,,
2478,US,30600,643,,
2479,US,88161,2294,,
2480,US,9828,176,,
2481,US,34090,955,,
2482,US,92423,2365,,
2483,US,75715,1626,,
2484,US,50230,1237,,
2485,US,76030,2162,,
2486,US,73107,1929,,
2487,US,6087,185,,
2488,US,30103,846,,
2489,US,14039,305,,
2490,US,812,0,,
2491,US,71574,1971,,
2492,US,9995,237,,
2493,US,58733,954,,
2494,US,95,5,,
2495,US,9045,169,,
2496,US,2895,125,,
2497,US,795,44,,
2498,US,5265,84,,
2499,US,174,2,,
2500,US,24974,488,,
2501,US,6909,140,,
2502,US,1739,41,,
2503,US,450,11,,
2504,US,12,1,,
2505,US,365,9,,
2506,US,8374,195,,
2507,US,1760,18,,
2508,US,534,6,,
2509,US,3363,92,,
2510,US,12354,478,,
2511,US,173,7,,
2512,US,4043,77,,
2513,US,526,10,,
2514,US,3723,77,,
2515,US,2017,59,,
2516,US,15592,492,,
2517,US,1384,17,,
2518,US,12175,241,,
2519,US,10519,149,,
2520,US,781,52,,
2521,US,1323,60,,
2522,US,1695,53,,
2523,US,868,14,,
2524,US,4284,0,,
2525,US,258,10,,
2526,US,6847,117,,
2527,US,24694,356,,
2528,US,3555,87,,
2529,US,183412,6586,,
2530,US,18616,366,,
2531,US,5720,91,,
2532,US,6337,92,,
2533,US,8950,145,,
2534,US,7758,136,,
2535,US,3498,76,,
2536,US,4835,33,,
2537,US,4064,104,,
2538,US,3925,62,,
2539,US,2379,38,,
2540,US,29468,445,,
2541,US,89564,1806,,
2542,US,1593,26,,
2543,US,2561,12,,
2544,US,4421,91,,
2545,US,5435,124,,
2546,US,3402,79,,
2547,US,313,2,,
2548,US,5182,109,,
2549,US,6130,68,,
2550,US,280513,10452,,
2551,US,2807,36,,
2552,US,4520,60,,
2553,US,4562,89,,
2554,US,68929,1110,,
2555,US,4254,125,,
2556,US,183601,3174,,
2557,US,138212,4499,,
2558,US,20032,372,,
2559,US,22609,513,,
2560,US,38913,677,,
2561,US,7403,93,,
2562,US,48303,843,,
2563,US,3118,83,,
2564,US,7619,92,,
2565,US,3460,47,,
2566,US,0,248,,
2567,US,10605,92,,
2568,US,277187,9955,,
2569,US,11225,142,,
2570,US,74944,1841,,
2571,US,46935,963,,
2572,US,15359,168,,
2573,US,13197,205,,
2574,US,1692,17,,
2575,US,1072,14,,
2576,US,2010,56,,
2577,US,6633,96,,
2578,US,6952,144,,
2579,US,200989,3400,,
2580,US,6672,76,,
2581,US,3829,63,,
2582,US,4346,52,,
2583,US,13905,257,,
2584,US,92,11,,
2585,US,3658,57,,
2586,US,3159,55,,
2587,US,5781,70,,
2588,US,129645,2289,,
2589,US,3581,53,,
2590,US,1178,26,,
2591,US,18911,288,,
2592,US,4429,85,,
2593,US,1085,5,,
2594,US,2619,55,,
2595,US,2226,43,,
2596,US,2155,20,,
2597,US,4730,97,,
2598,US,1791,44,,
2599,US,3385,42,,
2600,US,9301,154,,
2601,US,18022,324,,
2602,US,10092,160,,
2603,US,22227,260,,
2604,US,9483,110,,
2605,US,685,5,,
2606,US,5225,56,,
2607,US,2190,30,,
2608,US,19733,307,,
2609,US,4747,89,,
2610,US,2617,34,,
2611,US,1487,31,,
2612,US,820,18,,
2613,US,11628,228,,
2614,US,6414,152,,
2615,US,9443,128,,
2616,US,29950,317,,
2617,US,1574,16,,
2618,US,2159,10,,
2619,US,16951,196,,
2620,US,4163,39,,
2621,US,6337,139,,
2622,US,25640,229,,
2623,US,5682,113,,
2624,US,36790,401,,
2625,US,7045,54,,
2626,US,27087,444,,
2627,US,748,13,,
2628,US,642,12,,
2629,US,5984,83,,
2630,US,2411,47,,
2631,US,48433,719,,
2632,US,5669,112,,
2633,US,11955,180,,
2634,US,4488,96,,
2635,US,10286,165,,
2636,US,2113,64,,
2637,US,4859,56,,
2638,US,671,9,,
2639,US,19178,225,,
2640,US,3653,56,,
2641,US,22115,234,,
2642,US,897,28,,
2643,US,6127,81,,
2644,US,6223,121,,
2645,US,10253,86,,
2646,US,3158,41,,
2647,US,1605,42,,
2648,US,2293,45,,
2649,US,5300,63,,
2650,US,113911,972,,
2651,US,1475,16,,
2652,US,3369,96,,
2653,US,9004,192,,
2654,US,11643,196,,
2655,US,19492,174,,
2656,US,1894,60,,
2657,US,17668,149,,
2658,US,8577,101,,
2659,US,1121,13,,
2660,US,3438,85,,
2661,US,5542,69,,
2662,US,1029,12,,
2663,US,3469,71,,
2664,US,20376,96,,
2665,US,1500,30,,
2666,US,15259,231,,
2667,US,4774,97,,
2668,US,16725,252,,
2669,US,7939,135,,
2670,US,17127,311,,
2671,US,7420,216,,
2672,US,8068,113,,
2673,US,3874,88,,
2674,US,7929,137,,
2675,US,4208,79,,
2676,US,8383,167,,
2677,US,1213,17,,
2678,US,2383,33,,
2679,US,325,6,,
2680,US,0,0,,
2681,US,24768,225,,
2682,US,4988,88,,
2683,US,89185,730,,
2684,US,1809,20,,
2685,US,1125,31,,
2686,US,4932,32,,
2687,US,11400,246,,
2688,US,6891,115,,
2689,US,9819,181,,
2690,US,4124,54,,
2691,US,1638,28,,
2692,US,270,3,,
2693,US,1423,31,,
2694,US,1101,19,,
2695,US,54,0,,
2696,US,724,20,,
2697,US,404,5,,
2698,US,248,3,,
2699,US,15994,193,,
2700,US,24733,209,,
2701,US,432,5,,
2702,US,799,33,,
2703,US,187,2,,
2704,US,394,7,,
2705,US,471,6,,
2706,US,438,13,,
2707,US,600,19,,
2708,US,261,3,,
2709,US,10704,79,,
2710,US,211,7,,
2711,US,330,2,,
2712,US,332,4,,
2713,US,275,10,,
2714,US,536,17,,
2715,US,265,10,,
2716,US,654,23,,
2717,US,353,7,,
2718,US,1440,13,,
2719,US,1289,30,,
2720,US,1162,10,,
2721,US,5339,101,,
2722,US,1373,18,,
2723,US,479,15,,
2724,US,158,3,,
2725,US,822,11,,
2726,US,550,25,,
2727,US,1728,30,,
2728,US,700,17,,
2729,US,322,14,,
2730,US,2027,17,,
2731,US,2160,28,,
2732,US,501,7,,
2733,US,122,2,,
2734,US,664,12,,
2735,US,32,0,,
2736,US,4931,51,,
2737,US,193,2,,
2738,US,3542,81,,
2739,US,326,11,,
2740,US,1052,18,,
2741,US,0,31,,
2742,US,1913,27,,
2743,US,9951,199,,
2744,US,458,8,,
2745,US,5005,40,,
2746,US,183,2,,
2747,US,2428,56,,
2748,US,11905,239,,
2749,US,4351,97,,
2750,US,7137,179,,
2751,US,5233,60,,
2752,US,5015,87,,
2753,US,6149,174,,
2754,US,4019,61,,
2755,US,38901,603,,
2756,US,1967,48,,
2757,US,3436,58,,
2758,US,14219,306,,
2759,US,20097,252,,
2760,US,3784,66,,
2761,US,9020,230,,
2762,US,2683,59,,
2763,US,4033,110,,
2764,US,115597,2204,,
2765,US,5415,129,,
2766,US,4317,98,,
2767,US,18817,135,,
2768,US,8052,164,,
2769,US,16561,204,,
2770,US,2854,50,,
2771,US,128492,1459,,
2772,US,4318,71,,
2773,US,2404,50,,
2774,US,6832,150,,
2775,US,15252,246,,
2776,US,3241,53,,
2777,US,81299,1245,,
2778,US,6996,131,,
2779,US,2748,65,,
2780,US,1136,38,,
2781,US,2732,67,,
2782,US,3592,65,,
2783,US,2201,62,,
2784,US,2698,101,,
2785,US,5539,122,,
2786,US,3173,54,,
2787,US,5669,158,,
2788,US,4567,112,,
2789,US,21135,385,,
2790,US,5722,102,,
2791,US,16645,222,,
2792,US,3872,77,,
2793,US,25641,502,,
2794,US,43303,817,,
2795,US,4437,65,,
2796,US,22330,601,,
2797,US,8635,138,,
2798,US,15593,270,,
2799,US,1482,40,,
2800,US,4873,85,,
2801,US,10835,223,,
2802,US,1361,44,,
2803,US,52482,1040,,
2804,US,1096,24,,
2805,US,2913,40,,
2806,US,8889,135,,
2807,US,1358,39,,
2808,US,3726,81,,
2809,US,1763,42,,
2810,US,2971,50,,
2811,US,8649,122,,
2812,US,2427,35,,
2813,US,13226,214,,
2814,US,3847,103,,
2815,US,4333,103,,
2816,US,11598,211,,
2817,US,6933,161,,
2818,US,5436,125,,
2819,US,6528,104,,
2820,US,5343,126,,
2821,US,4761,95,,
2822,US,33286,929,,
2823,US,48339,999,,
2824,US,16522,479,,
2825,US,8633,247,,
2826,US,0,3,,
2827,US,5838,49,,
2828,US,2472,64,,
2829,US,854,17,,
2830,US,24557,303,,
2831,US,5308,109,,
2832,US,9116,222,,
2833,US,3475,78,,
2834,US,13280,197,,
2835,US,2345,56,,
2836,US,3198,43,,
2837,US,1154,7,,
2838,US,1878,26,,
2839,US,475,6,,
2840,US,2899,58,,
2841,US,1047,20,,
2842,US,6127,78,,
2843,US,3982,96,,
2844,US,17392,185,,
2845,US,6187,126,,
2846,US,5653,78,,
2847,US,1621,27,,
2848,US,214,2,,
2849,US,31286,435,,
2850,US,701,15,,
2851,US,14017,195,,
2852,US,695,16,,
2853,US,2000,18,,
2854,US,7024,165,,
2855,US,4084,104,,
2856,US,4687,94,,
2857,US,553,14,,
2858,US,357,6,,
2859,US,7815,139,,
2860,US,3622,79,,
2861,US,5983,129,,
2862,US,549,7,,
2863,US,584,22,,
2864,US,327,6,,
2865,US,420,8,,
2866,US,1256,17,,
2867,US,1243,29,,
2868,US,3131,56,,
2869,US,704,16,,
2870,US,1380,37,,
2871,US,5342,128,,
2872,US,2058,41,,
2873,US,819,26,,
2874,US,843,13,,
2875,US,5635,67,,
2876,US,3258,72,,
2877,US,4305,65,,
2878,US,1504,22,,
2879,US,955,24,,
2880,US,2048,23,,
2881,US,4259,72,,
2882,US,5325,73,,
2883,US,3986,94,,
2884,US,2015,61,,
2885,US,2026,44,,
2886,US,9371,176,,
2887,US,1380,20,,
2888,US,1151,20,,
2889,US,1797,32,,
2890,US,87523,1301,,
2891,US,3834,81,,
2892,US,4783,78,,
2893,US,3972,70,,
2894,US,0,0,,
2895,US,1793,52,,
2896,US,8712,76,,
2897,US,4657,78,,
2898,US,5164,80,,
2899,US,8400,131,,
2900,US,1011,22,,
2901,US,390,12,,
2902,US,10601,193,,
2903,US,2882,78,,
2904,US,4154,56,,
2905,US,4899,106,,
2906,US,3535,34,,
2907,US,803,17,,
2908,US,75531,1113,,
2909,US,506,0,,
2910,US,8199,121,,
2911,US,5250,117,,
2912,US,1087,23,,
2913,US,1216,18,,
2914,US,3170,36,,
2915,US,992,15,,
2916,US,3239,22,,
2917,US,18748,234,,
2918,US,1026,8,,
2919,US,1886,29,,
2920,US,2157,37,,
2921,US,1274,23,,
2922,US,685,10,,
2923,US,9931,80,,
2924,US,3785,80,,
2925,US,75,1,,
2926,US,547,7,,
2927,US,414,9,,
2928,US,1216,33,,
2929,US,11420,146,,
2930,US,2357,38,,
2931,US,3529,72,,
2932,US,4753,77,,
2933,US,466,7,,
2934,US,13772,158,,
2935,US,1412,21,,
2936,US,5504,79,,
2937,US,3597,63,,
2938,US,23258,322,,
2939,US,1150,16,,
2940,US,40113,612,,
2941,US,3937,55,,
2942,US,66,1,,
2943,US,660,4,,
2944,US,8517,86,,
2945,US,0,0,,
2946,US,1487,24,,
2947,US,194,5,,
2948,US,1434,29,,
2949,US,26647,247,,
2950,US,35,1,,
2951,US,4747,79,,
2952,US,9633,186,,
2953,US,101646,1999,,
2954,US,6005,148,,
2955,US,15504,387,,
2956,US,4696,140,,
2957,US,48293,1035,,
2958,US,13507,340,,
2959,US,6105,93,,
2960,US,60736,1315,,
2961,US,17564,418,,
2962,US,14754,436,,
2963,US,307,7,,
2964,US,6387,174,,
2965,US,16891,224,,
2966,US,40704,821,,
2967,US,3202,95,,
2968,US,8635,150,,
2969,US,3706,66,,
2970,US,5887,134,,
2971,US,7524,153,,
2972,US,20548,525,,
2973,US,26066,556,,
2974,US,52350,1400,,
2975,US,2868,41,,
2976,US,21171,416,,
2977,US,13337,328,,
2978,US,1433,21,,
2979,US,15414,371,,
2980,US,1364,15,,
2981,US,3338,40,,
2982,US,5141,135,,
2983,US,6393,177,,
2984,US,3340,99,,
2985,US,2136,87,,
2986,US,18499,480,,
2987,US,55311,1158,,
2988,US,7637,212,,
2989,US,16171,293,,
2990,US,39774,861,,
2991,US,32008,821,,
2992,US,11918,291,,
2993,US,3805,73,,
2994,US,9672,261,,
2995,US,5423,179,,
2996,US,14775,321,,
2997,US,70289,1729,,
2998,US,2024,67,,
2999,US,35797,715,,
3000,US,9691,356,,
3001,US,3846,100,,
3002,US,153888,3726,,
3003,US,4016,54,,
3004,US,1203,25,,
3005,US,14771,411,,
3006,US,3672,85,,
3007,US,8034,216,,
3008,US,439,20,,
3009,US,2652,62,,
3010,US,3098,110,,
3011,US,0,0,,
3012,US,6150,89,,
3013,US,4084,99,,
3014,US,2636,103,,
3015,US,17863,303,,
3016,US,4127,82,,
3017,US,34290,770,,
3018,US,1992,54,,
3019,US,46859,821,,
3020,US,467,0,,
3021,US,1327,0,,
3022,US,1524,0,,
3023,US,1199,0,,
3024,US,672,0,,
3025,US,797,0,,
3026,US,2971,0,,
3027,US,298,0,,
3028,US,768,0,,
3029,US,1224,0,,
3030,US,10321,0,,
3031,US,915,0,,
3032,US,6265,0,,
3033,US,1190,0,,
3034,US,1948,0,,
3035,US,8632,0,,
3036,US,1235,0,,
3037,US,1281,0,,
3038,US,390,0,,
3039,US,770,0,,
3040,US,1287,0,,
3041,US,872,0,,
3042,US,711,0,,
