,Country,Confirmed,Deaths,Recovered,Active
650,Trinidad and Tobago,28723,670,18804.0,9249.0
651,Tunisia,368908,13515,321485.0,33908.0
652,Turkey,5330447,48721,5202251.0,79475.0
653,US,7215,113,,
654,US,21774,313,,
655,US,2345,59,,
656,US,2673,64,,
657,US,6925,139,,
658,US,1242,42,,
659,US,2233,71,,
660,US,14692,325,,
661,US,3715,123,,
662,US,1872,45,,
663,US,4461,116,,
664,US,617,25,,
665,US,3528,61,,
666,US,1595,59,,
667,US,1525,43,,
668,US,5616,126,,
669,US,6394,139,,
670,US,1129,30,,
671,US,1111,29,,
672,US,4263,122,,
673,US,1550,57,,
674,US,9921,200,,
675,US,4928,114,,
676,US,3604,156,,
677,US,8955,189,,
678,US,10295,212,,
679,US,4002,80,,
680,US,14132,361,,
681,US,2171,62,,
682,US,4306,83,,
683,US,2569,81,,
684,US,934,34,,
685,US,2265,78,,
686,US,1938,43,,
687,US,10748,287,,
688,US,6900,113,,
689,US,80802,1563,,
690,US,1458,37,,
691,US,9582,248,,
692,US,3121,100,,
693,US,16234,175,,
694,US,10180,157,,
695,US,1419,53,,
696,US,1630,51,,
697,US,35600,522,,
698,US,2505,65,,
699,US,3231,106,,
700,US,12443,230,,
701,US,41925,826,,
702,US,1791,41,,
703,US,25067,610,,
704,US,14614,285,,
705,US,0,0,,
706,US,1087,26,,
707,US,2365,62,,
708,US,3139,78,,
709,US,1868,44,,
710,US,4544,41,,
711,US,25554,254,,
712,US,10146,250,,
713,US,1057,32,,
714,US,8441,184,,
715,US,4117,154,,
716,US,26136,458,,
717,US,0,0,,
718,US,7318,279,,
719,US,1703,39,,
720,US,1270,30,,
721,US,2833,72,,
722,US,369,3,,
723,US,712,1,,
724,US,30916,179,,
725,US,3910,22,,
726,US,0,0,,
727,US,202,0,,
728,US,437,3,,
729,US,248,0,,
730,US,112,0,,
731,US,232,2,,
732,US,8060,44,,
733,US,31,0,,
734,US,1484,5,,
735,US,4599,22,,
736,US,670,2,,
737,US,1127,6,,
738,US,1320,4,,
739,US,11806,59,,
740,US,387,0,,
741,US,1088,4,,
742,US,623,2,,
743,US,174,1,,
744,US,175,1,,
745,US,373,2,,
746,US,21,0,,
747,US,764,5,,
748,US,292,0,,
749,US,0,0,,
750,US,63,0,,
751,US,89,2,,
752,US,368,4,,
753,US,11449,433,,
754,US,12116,292,,
755,US,17909,330,,
756,US,7014,229,,
757,US,5598,84,,
758,US,576,10,,
759,US,2480,80,,
760,US,554636,10157,,
761,US,23308,744,,
762,US,16495,544,,
763,US,0,0,,
764,US,116980,2416,,
765,US,53434,905,,
766,US,8061,180,,
767,US,0,0,,
768,US,19421,519,,
769,US,37275,845,,
770,US,2157,38,,
771,US,2046,35,,
772,US,3234,104,,
773,US,29559,422,,
774,US,3922,80,,
775,US,1445,32,,
776,US,416,3,,
777,US,2829,46,,
778,US,1624,41,,
779,US,2146,41,,
780,US,1794,52,,
781,US,2036,74,,
782,US,975,25,,
783,US,2375,56,,
784,US,2253,33,,
785,US,13689,184,,
786,US,7178,119,,
787,US,6168,97,,
788,US,1975,50,,
789,US,765,15,,
790,US,1372,23,,
791,US,2029,45,,
792,US,12909,164,,
793,US,1708,40,,
794,US,1154,47,,
795,US,10397,263,,
796,US,1725,33,,
797,US,6201,77,,
798,US,2044,20,,
799,US,5235,74,,
800,US,1668,25,,
801,US,3846,124,,
802,US,1693,42,,
803,US,3236,38,,
804,US,9049,170,,
805,US,2954,38,,
806,US,556,9,,
807,US,2139,43,,
808,US,1703,37,,
809,US,3220,48,,
810,US,1259,42,,
811,US,2266,25,,
812,US,7568,123,,
813,US,1470,23,,
814,US,1081,30,,
815,US,4429,38,,
816,US,5913,110,,
817,US,876,17,,
818,US,761,33,,
819,US,847,24,,
820,US,736,26,,
821,US,2385,63,,
822,US,847,10,,
823,US,1865,43,,
824,US,1021,22,,
825,US,3191,77,,
826,US,2021,74,,
827,US,8113,110,,
828,US,912,21,,
829,US,40235,669,,
830,US,2196,47,,
831,US,12306,173,,
832,US,952,14,,
833,US,724,18,,
834,US,15436,284,,
835,US,2820,24,,
836,US,1631,47,,
837,US,3624,44,,
838,US,1016,30,,
839,US,2931,0,,
840,US,4090,115,,
841,US,1368,24,,
842,US,31337,352,,
843,US,8208,122,,
844,US,652,14,,
845,US,3453,66,,
846,US,89340,1285,,
847,US,89,0,,
848,US,3721,47,,
849,US,12576,194,,
850,US,2200,56,,
851,US,2279,18,,
852,US,70276,810,,
853,US,1448,8,,
854,US,10339,116,,
855,US,102783,1720,,
856,US,2425,27,,
857,US,4415,46,,
858,US,28799,741,,
859,US,1434,38,,
860,US,110604,1400,,
861,US,23166,247,,
862,US,3552,45,,
863,US,5775,24,,
864,US,1246129,24434,,
865,US,16586,245,,
866,US,14170,229,,
867,US,461,7,,
868,US,4274,50,,
869,US,32253,474,,
870,US,534,4,,
871,US,1295,4,,
872,US,43791,419,,
873,US,9986,80,,
874,US,4878,75,,
875,US,272650,5103,,
876,US,23345,298,,
877,US,735,6,,
878,US,301312,4618,,
879,US,107199,1718,,
880,US,6095,63,,
881,US,298976,4788,,
882,US,281203,3770,,
883,US,37189,555,,
884,US,74401,1432,,
885,US,21405,261,,
886,US,42604,581,,
887,US,34572,460,,
888,US,119894,2175,,
889,US,16202,208,,
890,US,12580,232,,
891,US,113,0,,
892,US,2386,37,,
893,US,33569,266,,
894,US,30688,323,,
895,US,63190,1068,,
896,US,9614,112,,
897,US,5716,63,,
898,US,416,5,,
899,US,49758,849,,
900,US,4185,69,,
901,US,33,0,,
902,US,81554,1028,,
903,US,14118,212,,
904,US,6448,50,,
905,US,60369,710,,
906,US,1712,36,,
907,US,62182,751,,
908,US,1008,2,,
909,US,319,4,,
910,US,1545,22,,
911,US,23855,235,,
912,US,4948,77,,
913,US,1747,25,,
914,US,130,6,,
915,US,471,3,,
916,US,703,17,,
917,US,249,4,,
918,US,2210,16,,
919,US,219,2,,
920,US,2844,64,,
921,US,73876,834,,
922,US,123,1,,
923,US,30052,245,,
924,US,6341,23,,
925,US,72095,857,,
926,US,1856,13,,
927,US,6505,63,,
928,US,6053,43,,
929,US,277,3,,
930,US,1500,7,,
931,US,1371,6,,
932,US,18,0,,
933,US,431,17,,
934,US,65,0,,
935,US,48497,793,,
936,US,95,3,,
937,US,637,11,,
938,US,4074,41,,
939,US,824,0,,
940,US,27338,245,,
941,US,1159,14,,
942,US,1033,4,,
943,US,4034,68,,
944,US,16486,239,,
945,US,93,1,,
946,US,913,23,,
947,US,2035,25,,
948,US,3661,62,,
949,US,2719,95,,
950,US,2071,67,,
951,US,289,3,,
952,US,0,0,,
953,US,826,5,,
954,US,398,13,,
955,US,2604,4,,
956,US,1271,22,,
957,US,19406,414,,
958,US,589,5,,
959,US,887,16,,
960,US,2266,21,,
961,US,424,5,,
962,US,47,0,,
963,US,910,0,,
964,US,236,3,,
965,US,3742,8,,
966,US,1883,17,,
967,US,73,0,,
968,US,471,13,,
969,US,33063,346,,
970,US,963,17,,
971,US,100257,2201,,
972,US,84269,2431,,
973,US,14631,298,,
974,US,12819,371,,
975,US,92136,2127,,
976,US,22530,450,,
977,US,9616,187,,
978,US,1183,1,,
979,US,10909,195,,
980,US,18175,346,,
981,US,64823,836,,
982,US,26133,497,,
983,US,227,0,,
984,US,49,0,,
985,US,49158,1137,,
986,US,25609,285,,
987,US,3576,62,,
988,US,20674,394,,
989,US,3058,58,,
990,US,43349,914,,
991,US,246767,3079,,
992,US,1713,45,,
993,US,13522,437,,
994,US,11500,463,,
995,US,19444,352,,
996,US,37448,551,,
997,US,8316,170,,
998,US,4460,97,,
999,US,1632,24,,
1000,US,101826,1483,,
1001,US,36732,706,,
1002,US,7561,114,,
1003,US,1360,20,,
1004,US,5811,99,,
1005,US,1650,44,,
1006,US,988,19,,
1007,US,1984,45,,
1008,US,1649,25,,
1009,US,3311,45,,
1010,US,4903,87,,
1011,US,14792,482,,
1012,US,8819,366,,
1013,US,144772,1832,,
1014,US,2291,49,,
1015,US,12913,306,,
1016,US,6357,158,,
1017,US,1528,28,,
1018,US,1627,26,,
1019,US,31329,663,,
1020,US,74254,1009,,
1021,US,33045,332,,
1022,US,3608,56,,
1023,US,1085,16,,
1024,US,2109,45,,
1025,US,40173,689,,
1026,US,32123,996,,
1027,US,12838,335,,
1028,US,504650,6472,,
1029,US,7147,52,,
1030,US,8730,127,,
1031,US,21016,367,,
1032,US,4235,89,,
1033,US,144256,1310,,
1034,US,46733,529,,
1035,US,149633,2883,,
1036,US,43264,802,,
1037,US,81908,1671,,
1038,US,71703,1387,,
1039,US,6775,160,,
1040,US,18684,291,,
1041,US,33923,844,,
1042,US,35732,516,,
1043,US,23447,221,,
1044,US,27834,657,,
1045,US,9545,284,,
1046,US,5422,140,,
1047,US,2753,48,,
1048,US,3019,292,,
1049,US,1864,74,,
1050,US,45269,846,,
1051,US,3553,56,,
1052,US,7962,89,,
1053,US,2758,52,,
1054,US,2307,72,,
1055,US,1043,22,,
1056,US,1650,40,,
1057,US,231,10,,
1058,US,4578,134,,
1059,US,1845,38,,
1060,US,10193,143,,
1061,US,14876,236,,
1062,US,2108,81,,
1063,US,1877,46,,
1064,US,16069,460,,
1065,US,1478,50,,
1066,US,1657,40,,
1067,US,1416,48,,
1068,US,3744,41,,
1069,US,6719,122,,
1070,US,2613,64,,
1071,US,3189,88,,
1072,US,583,16,,
1073,US,4038,38,,
1074,US,980,68,,
1075,US,11517,245,,
1076,US,6591,72,,
1077,US,1569,36,,
1078,US,23574,462,,
1079,US,4407,17,,
1080,US,2873,76,,
1081,US,31460,333,,
1082,US,15175,149,,
1083,US,237,3,,
1084,US,27329,514,,
1085,US,975,27,,
1086,US,79851,1096,,
1087,US,5326,174,,
1088,US,4800,127,,
1089,US,17074,211,,
1090,US,1850,44,,
1091,US,14335,226,,
1092,US,660,21,,
1093,US,2103,87,,
1094,US,1462,14,,
1095,US,3099,48,,
1096,US,66967,1059,,
1097,US,2964,71,,
1098,US,2114,105,,
1099,US,1084,44,,
1100,US,7683,309,,
1101,US,15526,229,,
1102,US,1190,47,,
1103,US,476,9,,
1104,US,4680,72,,
1105,US,2296,74,,
1106,US,2606,82,,
1107,US,980,31,,
1108,US,2432,73,,
1109,US,9108,176,,
1110,US,12065,238,,
1111,US,22806,203,,
1112,US,2691,52,,
1113,US,98806,1450,,
1114,US,3041,89,,
1115,US,267,19,,
1116,US,8279,178,,
1117,US,8229,115,,
1118,US,2263,62,,
1119,US,1833,62,,
1120,US,102986,1194,,
1121,US,5094,162,,
1122,US,27713,489,,
1123,US,922,69,,
1124,US,2661,89,,
1125,US,2629,62,,
1126,US,2401,57,,
1127,US,884,22,,
1128,US,25806,334,,
1129,US,14825,269,,
1130,US,985,31,,
1131,US,9974,150,,
1132,US,1412,38,,
1133,US,1906,43,,
1134,US,1962,69,,
1135,US,858,44,,
1136,US,1122,50,,
1137,US,2063,58,,
1138,US,2061,58,,
1139,US,801,13,,
1140,US,5627,170,,
1141,US,2763,58,,
1142,US,4158,66,,
1143,US,837,28,,
1144,US,876,13,,
1145,US,12950,213,,
1146,US,3004,77,,
1147,US,888,36,,
1148,US,3266,58,,
1149,US,568,23,,
1150,US,2529,50,,
1151,US,866,16,,
1152,US,2056,88,,
1153,US,853,14,,
1154,US,2098,84,,
1155,US,2701,100,,
1156,US,902,23,,
1157,US,2146,31,,
1158,US,5022,91,,
1159,US,16781,489,,
1160,US,11343,257,,
1161,US,4037,73,,
1162,US,1502,30,,
1163,US,29500,677,,
1164,US,17259,229,,
1165,US,2693,66,,
1166,US,3493,78,,
1167,US,2498,58,,
1168,US,2347,43,,
1169,US,5688,98,,
1170,US,934,45,,
1171,US,2211,59,,
1172,US,168,3,,
1173,US,1775,49,,
1174,US,633,34,,
1175,US,25062,521,,
1176,US,7848,174,,
1177,US,350,5,,
1178,US,1004,32,,
1179,US,953,19,,
1180,US,6463,202,,
1181,US,3148,80,,
1182,US,938,25,,
1183,US,2600,105,,
1184,US,494,18,,
1185,US,124,3,,
1186,US,2338,68,,
1187,US,804,25,,
1188,US,1319,60,,
1189,US,821,49,,
1190,US,4533,124,,
1191,US,4951,130,,
1192,US,3429,116,,
1193,US,1256,58,,
1194,US,858,32,,
1195,US,7596,234,,
1196,US,1037,40,,
1197,US,729,45,,
1198,US,3068,5,,
1199,US,2266,78,,
1200,US,3506,132,,
1201,US,7727,90,,
1202,US,10717,263,,
1203,US,4958,179,,
1204,US,549,20,,
1205,US,2069,88,,
1206,US,3631,91,,
1207,US,146,4,,
1208,US,634,24,,
1209,US,3207,82,,
1210,US,16997,248,,
1211,US,831,48,,
1212,US,1106,30,,
1213,US,939,27,,
1214,US,1800,68,,
1215,US,103,3,,
1216,US,8236,139,,
1217,US,3138,54,,
1218,US,27469,392,,
1219,US,328,2,,
1220,US,4788,55,,
1221,US,1288,3,,
1222,US,0,0,,
1223,US,53196,478,,
1224,US,342,4,,
1225,US,8864,110,,
1226,US,392,2,,
1227,US,707,10,,
1228,US,4852,75,,
1229,US,2388,18,,
1230,US,369,2,,
1231,US,3341,42,,
1232,US,15014,174,,
1233,US,880,11,,
1234,US,212,1,,
1235,US,72,0,,
1236,US,27413,305,,
1237,US,703,12,,
1238,US,2960,27,,
1239,US,59,0,,
1240,US,1082,14,,
1241,US,257,3,,
1242,US,2101,19,,
1243,US,1208,16,,
1244,US,1139,14,,
1245,US,1824,39,,
1246,US,1319,24,,
1247,US,1313,18,,
1248,US,3020,32,,
1249,US,2637,23,,
1250,US,18850,210,,
1251,US,3208,11,,
1252,US,532,9,,
1253,US,433,10,,
1254,US,512,11,,
1255,US,7318,28,,
1256,US,2350,33,,
1257,US,3715,54,,
1258,US,362,4,,
1259,US,1089,31,,
1260,US,2604,37,,
1261,US,658,9,,
1262,US,1173,34,,
1263,US,1229,4,,
1264,US,9731,131,,
1265,US,0,0,,
1266,US,851,6,,
1267,US,1236,21,,
1268,US,8654,126,,
1269,US,473,11,,
1270,US,2088,24,,
1271,US,6829,76,,
1272,US,726,6,,
1273,US,3783,83,,
1274,US,529,2,,
1275,US,1780,37,,
1276,US,2030,27,,
1277,US,21088,153,,
1278,US,3836,75,,
1279,US,1836,33,,
1280,US,1495,43,,
1281,US,5787,91,,
1282,US,5760,100,,
1283,US,555850,10423,,
1284,US,2145,26,,
1285,US,1300,19,,
1286,US,1571,29,,
1287,US,10099,121,,
1288,US,2605,36,,
1289,US,92309,1318,,
1290,US,1763,40,,
1291,US,576,12,,
1292,US,4763,72,,
1293,US,3219,55,,
1294,US,1883,48,,
1295,US,4545,78,,
1296,US,4051,59,,
1297,US,468,4,,
1298,US,1453,34,,
1299,US,5985,78,,
1300,US,842,15,,
1301,US,1800,31,,
1302,US,391,12,,
1303,US,530,14,,
1304,US,5072,70,,
1305,US,3131,67,,
1306,US,5098,65,,
1307,US,1162,18,,
1308,US,4417,122,,
1309,US,2715,52,,
1310,US,1827,24,,
1311,US,1473,16,,
1312,US,59383,803,,
1313,US,14532,216,,
1314,US,13275,98,,
1315,US,5639,153,,
1316,US,12766,249,,
1317,US,68305,1010,,
1318,US,2411,27,,
1319,US,4194,53,,
1320,US,4896,91,,
1321,US,3960,63,,
1322,US,10979,211,,
1323,US,4782,88,,
1324,US,30897,526,,
1325,US,4511,117,,
1326,US,1082,19,,
1327,US,1541,45,,
1328,US,1358,40,,
1329,US,2901,51,,
1330,US,29174,293,,
1331,US,18544,187,,
1332,US,1248,12,,
1333,US,1493,34,,
1334,US,4380,94,,
1335,US,3790,74,,
1336,US,3930,82,,
1337,US,1629,28,,
1338,US,6204,83,,
1339,US,2,0,,
1340,US,23439,339,,
1341,US,3199,60,,
1342,US,1522,14,,
1343,US,1817,53,,
1344,US,327,4,,
1345,US,699,7,,
1346,US,486,3,,
1347,US,4160,87,,
1348,US,1769,40,,
1349,US,15239,328,,
1350,US,2601,57,,
1351,US,19071,237,,
1352,US,779,7,,
1353,US,488,1,,
1354,US,2323,37,,
1355,US,28265,519,,
1356,US,648,24,,
1357,US,4814,85,,
1358,US,17210,304,,
1359,US,0,2420,,
1360,US,2271,40,,
1361,US,9990,141,,
1362,US,1355,12,,
1363,US,1836,48,,
1364,US,1647,25,,
1365,US,1807,53,,
1366,US,1702,26,,
1367,US,7195,174,,
1368,US,76876,1028,,
1369,US,7567,134,,
1370,US,34053,500,,
1371,US,4815,82,,
1372,US,3449,55,,
1373,US,41613,691,,
1374,US,8158,157,,
1375,US,1008,14,,
1376,US,1360,32,,
1377,US,6911,103,,
1378,US,1039,43,,
1379,US,1934,20,,
1380,US,5989,108,,
1381,US,13190,193,,
1382,US,2654,48,,
1383,US,4398,55,,
1384,US,1023,16,,
1385,US,3028,100,,
1386,US,4385,85,,
1387,US,5888,78,,
1388,US,2899,92,,
1389,US,10947,197,,
1390,US,6211,118,,
1391,US,29347,459,,
1392,US,2846,64,,
1393,US,7763,180,,
1394,US,2183,47,,
1395,US,1701,35,,
1396,US,2015,42,,
1397,US,4440,93,,
1398,US,7227,179,,
1399,US,2863,85,,
1400,US,36505,416,,
1401,US,8541,144,,
1402,US,4404,73,,
1403,US,17583,317,,
1404,US,5893,108,,
1405,US,10250,225,,
1406,US,4021,81,,
1407,US,5083,74,,
1408,US,3862,54,,
1409,US,2008,32,,
1410,US,3356,85,,
1411,US,2351,49,,
1412,US,18386,387,,
1413,US,3756,90,,
1414,US,9609,119,,
1415,US,2728,72,,
1416,US,12385,221,,
1417,US,55421,1006,,
1418,US,4727,121,,
1419,US,13111,344,,
1420,US,103027,1775,,
1421,US,6205,116,,
1422,US,914,15,,
1423,US,3925,68,,
1424,US,12152,175,,
1425,US,4338,90,,
1426,US,6735,141,,
1427,US,1126,36,,
1428,US,5797,86,,
1429,US,578,11,,
1430,US,1880,55,,
1431,US,2108,58,,
1432,US,1489,16,,
1433,US,1869,37,,
1434,US,1379,34,,
1435,US,19313,325,,
1436,US,2737,35,,
1437,US,1200,47,,
1438,US,3718,60,,
1439,US,2446,83,,
1440,US,3464,70,,
1441,US,1756,26,,
1442,US,2698,55,,
1443,US,5006,97,,
1444,US,2341,31,,
1445,US,36933,564,,
1446,US,2275,58,,
1447,US,3986,59,,
1448,US,2139,43,,
1449,US,809,8,,
1450,US,22849,225,,
1451,US,1657,46,,
1452,US,0,421,,
1453,US,728,10,,
1454,US,22540,400,,
1455,US,1735,44,,
1456,US,12602,253,,
1457,US,3605,83,,
1458,US,835,15,,
1459,US,7854,156,,
1460,US,2445,34,,
1461,US,7154,201,,
1462,US,2948,81,,
1463,US,3297,53,,
1464,US,4056,42,,
1465,US,873,32,,
1466,US,344,4,,
1467,US,1526,52,,
1468,US,1290,49,,
1469,US,529,10,,
1470,US,2587,55,,
1471,US,16065,312,,
1472,US,2683,34,,
1473,US,2877,60,,
1474,US,1930,33,,
1475,US,4261,40,,
1476,US,1659,35,,
1477,US,1389,13,,
1478,US,2867,52,,
1479,US,1392,55,,
1480,US,1920,23,,
1481,US,5531,93,,
1482,US,1593,38,,
1483,US,1245,17,,
1484,US,1009,24,,
1485,US,2165,27,,
1486,US,1710,57,,
1487,US,5613,93,,
1488,US,2678,40,,
1489,US,11284,99,,
1490,US,852,25,,
1491,US,615,9,,
1492,US,2109,43,,
1493,US,4669,70,,
1494,US,2493,44,,
1495,US,13496,211,,
1496,US,1358,41,,
1497,US,1864,43,,
1498,US,1630,42,,
1499,US,1233,23,,
1500,US,626,9,,
1501,US,780,11,,
1502,US,1371,33,,
1503,US,1230,32,,
1504,US,1817,51,,
1505,US,1501,34,,
1506,US,1873,44,,
1507,US,1799,73,,
1508,US,2941,37,,
1509,US,1050,22,,
1510,US,1195,26,,
1511,US,915,35,,
1512,US,1498,24,,
1513,US,2252,42,,
1514,US,4208,72,,
1515,US,1335,35,,
1516,US,14605,85,,
1517,US,3008,57,,
1518,US,964,32,,
1519,US,2161,66,,
1520,US,3817,56,,
1521,US,21181,339,,
1522,US,1297,49,,
1523,US,779,23,,
1524,US,1588,41,,
1525,US,1645,19,,
1526,US,2322,51,,
1527,US,3659,76,,
1528,US,4863,76,,
1529,US,1633,24,,
1530,US,1266,43,,
1531,US,829,31,,
1532,US,962,30,,
1533,US,1036,38,,
1534,US,4875,106,,
1535,US,1997,61,,
1536,US,790,16,,
1537,US,1945,22,,
1538,US,1136,23,,
1539,US,4029,81,,
1540,US,858,22,,
1541,US,58186,638,,
1542,US,11214,173,,
1543,US,1569,36,,
1544,US,563,24,,
1545,US,1307,20,,
1546,US,20287,246,,
1547,US,1315,37,,
1548,US,5169,74,,
1549,US,10708,48,,
1550,US,2116,71,,
1551,US,667,12,,
1552,US,954,0,,
1553,US,1299,35,,
1554,US,563,18,,
1555,US,4333,122,,
1556,US,5835,91,,
1557,US,2567,51,,
1558,US,544,23,,
1559,US,5144,94,,
1560,US,1443,31,,
1561,US,1977,35,,
1562,US,15227,230,,
1563,US,759,8,,
1564,US,1859,40,,
1565,US,1251,20,,
1566,US,845,18,,
1567,US,1616,14,,
1568,US,374,6,,
1569,US,2623,51,,
1570,US,1428,26,,
1571,US,1235,38,,
1572,US,7621,90,,
1573,US,278,3,,
1574,US,270,6,,
1575,US,2539,53,,
1576,US,371,13,,
1577,US,251,7,,
1578,US,804,29,,
1579,US,1005,23,,
1580,US,750,23,,
1581,US,170,9,,
1582,US,4018,109,,
1583,US,4787,78,,
1584,US,279,12,,
1585,US,1797,45,,
1586,US,1018,23,,
1587,US,9373,85,,
1588,US,267,12,,
1589,US,180,5,,
1590,US,3759,73,,
1591,US,1221,25,,
1592,US,6107,74,,
1593,US,5771,76,,
1594,US,2582,43,,
1595,US,3534,40,,
1596,US,387,19,,
1597,US,265,9,,
1598,US,947,18,,
1599,US,571,14,,
1600,US,104,1,,
1601,US,570,11,,
1602,US,209,1,,
1603,US,620,18,,
1604,US,3691,71,,
1605,US,421,9,,
1606,US,213,8,,
1607,US,1416,16,,
1608,US,1750,37,,
1609,US,215,6,,
1610,US,59411,766,,
1611,US,573,10,,
1612,US,773,15,,
1613,US,238,4,,
1614,US,2761,50,,
1615,US,128,7,,
1616,US,7286,93,,
1617,US,265,5,,
1618,US,827,9,,
1619,US,289,6,,
1620,US,4313,86,,
1621,US,1115,24,,
1622,US,1136,26,,
1623,US,3318,83,,
1624,US,517,12,,
1625,US,2784,42,,
1626,US,566,18,,
1627,US,3482,82,,
1628,US,590,23,,
1629,US,269,8,,
1630,US,1523,55,,
1631,US,1809,35,,
1632,US,372,16,,
1633,US,1208,27,,
1634,US,1265,26,,
1635,US,290,12,,
1636,US,553,13,,
1637,US,0,0,,
1638,US,1174,14,,
1639,US,714,24,,
1640,US,1960,31,,
1641,US,815,25,,
1642,US,334,7,,
1643,US,8575,139,,
1644,US,672,13,,
1645,US,1080,12,,
1646,US,6613,43,,
1647,US,656,11,,
1648,US,434,14,,
1649,US,861,28,,
1650,US,6316,144,,
1651,US,600,24,,
1652,US,57550,775,,
1653,US,3872,41,,
1654,US,17650,365,,
1655,US,437,14,,
1656,US,659,12,,
1657,US,275,3,,
1658,US,344,9,,
1659,US,186,6,,
1660,US,560,10,,
1661,US,2207,52,,
1662,US,1099,20,,
1663,US,407,8,,
1664,US,0,0,,
1665,US,688,13,,
1666,US,179,4,,
1667,US,552,14,,
1668,US,217,6,,
1669,US,1018,16,,
1670,US,221,5,,
1671,US,20797,285,,
1672,US,1948,54,,
1673,US,2115,42,,
1674,US,1767,23,,
1675,US,416,9,,
1676,US,4488,101,,
1677,US,1044,22,,
1678,US,3157,58,,
1679,US,14355,147,,
1680,US,1759,19,,
1681,US,5091,75,,
1682,US,3478,78,,
1683,US,655,7,,
1684,US,1042,9,,
1685,US,1313,18,,
1686,US,7383,83,,
1687,US,1479,28,,
1688,US,1468,32,,
1689,US,3567,49,,
1690,US,8732,80,,
1691,US,483,9,,
1692,US,1033,21,,
1693,US,2339,35,,
1694,US,1508,38,,
1695,US,7051,107,,
1696,US,3005,32,,
1697,US,2696,46,,
1698,US,1447,31,,
1699,US,682,23,,
1700,US,693,12,,
1701,US,10974,193,,
1702,US,920,25,,
1703,US,969,2,,
1704,US,1159,12,,
1705,US,36375,315,,
1706,US,1223,24,,
1707,US,3486,70,,
1708,US,4174,56,,
1709,US,541,16,,
1710,US,727,33,,
1711,US,1551,36,,
1712,US,2494,20,,
1713,US,4317,96,,
1714,US,2237,58,,
1715,US,1230,17,,
1716,US,3675,63,,
1717,US,896,15,,
1718,US,9922,167,,
1719,US,2922,87,,
1720,US,1804,25,,
1721,US,2013,52,,
1722,US,4958,79,,
1723,US,1383,19,,
1724,US,402,15,,
1725,US,4602,146,,
1726,US,1325,32,,
1727,US,82691,1329,,
1728,US,4779,70,,
1729,US,2103,36,,
1730,US,16835,201,,
1731,US,1150,24,,
1732,US,3504,45,,
1733,US,1355,26,,
1734,US,7088,81,,
1735,US,1481,27,,
1736,US,1290,26,,
1737,US,941,8,,
1738,US,1948,46,,
1739,US,1355,40,,
1740,US,2392,58,,
1741,US,881,24,,
1742,US,2902,71,,
1743,US,1552,20,,
1744,US,9522,111,,
1745,US,1041,18,,
1746,US,2371,38,,
1747,US,2879,58,,
1748,US,1054,20,,
1749,US,1746,40,,
1750,US,6896,131,,
1751,US,2039,34,,
1752,US,901,27,,
1753,US,2073,26,,
1754,US,488,17,,
1755,US,2630,54,,
1756,US,1064,30,,
1757,US,1341,44,,
1758,US,2844,30,,
1759,US,2309,4,,
1760,US,3064,67,,
1761,US,4999,61,,
1762,US,590,8,,
1763,US,2498,55,,
1764,US,7676,84,,
1765,US,729,13,,
1766,US,506,16,,
1767,US,1040,4,,
1768,US,2733,66,,
1769,US,5698,106,,
1770,US,1342,13,,
1771,US,6624,110,,
1772,US,235,14,,
1773,US,1636,23,,
1774,US,2314,20,,
1775,US,1901,45,,
1776,US,5492,36,,
1777,US,4817,78,,
1778,US,2133,42,,
1779,US,1639,25,,
1780,US,3233,52,,
1781,US,1187,28,,
1782,US,1335,15,,
1783,US,697,7,,
1784,US,9,0,,
1785,US,1441,16,,
1786,US,16233,181,,
1787,US,1456,41,,
1788,US,2228,48,,
1789,US,1383,21,,
1790,US,4816,61,,
1791,US,539,6,,
1792,US,2162,21,,
1793,US,6737,195,,
1794,US,3255,92,,
1795,US,12712,167,,
1796,US,2303,36,,
1797,US,4326,123,,
1798,US,3279,77,,
1799,US,1693,82,,
1800,US,14301,308,,
1801,US,26944,759,,
1802,US,22956,447,,
1803,US,1128,29,,
1804,US,623,7,,
1805,US,1174,38,,
1806,US,1467,55,,
1807,US,1908,61,,
1808,US,2870,78,,
1809,US,40591,829,,
1810,US,1135,27,,
1811,US,3225,112,,
1812,US,3668,94,,
1813,US,2523,107,,
1814,US,2231,58,,
1815,US,7337,159,,
1816,US,3901,100,,
1817,US,2045,51,,
1818,US,47175,901,,
1819,US,3230,97,,
1820,US,1671,37,,
1821,US,24265,291,,
1822,US,9936,205,,
1823,US,4631,93,,
1824,US,14042,209,,
1825,US,1570,40,,
1826,US,2863,78,,
1827,US,4142,93,,
1828,US,30830,799,,
1829,US,18875,457,,
1830,US,0,0,,
1831,US,2557,27,,
1832,US,2682,75,,
1833,US,12603,322,,
1834,US,899,38,,
1835,US,2488,56,,
1836,US,2987,62,,
1837,US,4106,54,,
1838,US,5576,97,,
1839,US,975,12,,
1840,US,2016,50,,
1841,US,3821,141,,
1842,US,9108,261,,
1843,US,5475,118,,
1844,US,4930,141,,
1845,US,26143,528,,
1846,US,13008,302,,
1847,US,369,8,,
1848,US,10759,225,,
1849,US,392,0,,
1850,US,2435,81,,
1851,US,5700,125,,
1852,US,3186,104,,
1853,US,4434,134,,
1854,US,4215,113,,
1855,US,2961,62,,
1856,US,1184,41,,
1857,US,1207,34,,
1858,US,1576,46,,
